,Open
2021-01-04 14:30:00,3764.610107421875
2021-01-04 15:30:00,3738.75
2021-01-04 16:30:00,3703.89990234375
2021-01-04 17:30:00,3678.7099609375
2021-01-04 18:30:00,3693.699951171875
2021-01-04 19:30:00,3691.81005859375
2021-01-04 20:30:00,3690.080078125
2021-01-05 14:30:00,3698.02001953125
2021-01-05 15:30:00,3710.449951171875
2021-01-05 16:30:00,3709.219970703125
2021-01-05 17:30:00,3712.489990234375
2021-01-05 18:30:00,3717.340087890625
2021-01-05 19:30:00,3734.760009765625
2021-01-05 20:30:00,3724.239990234375
2021-01-06 14:30:00,3712.199951171875
2021-01-06 15:30:00,3751.06005859375
2021-01-06 16:30:00,3772.10009765625
2021-01-06 17:30:00,3770.9599609375
2021-01-06 18:30:00,3774.550048828125
2021-01-06 19:30:00,3759.889892578125
2021-01-06 20:30:00,3756.0
2021-01-07 14:30:00,3764.7099609375
2021-01-07 15:30:00,3803.3701171875
2021-01-07 16:30:00,3802.389892578125
2021-01-07 17:30:00,3796.780029296875
2021-01-07 18:30:00,3797.72998046875
2021-01-07 19:30:00,3800.280029296875
2021-01-07 20:30:00,3807.419921875
2021-01-08 14:30:00,3815.050048828125
2021-01-08 15:30:00,3802.010009765625
2021-01-08 16:30:00,3812.1201171875
2021-01-08 17:30:00,3816.360107421875
2021-01-08 18:30:00,3798.8798828125
2021-01-08 19:30:00,3807.179931640625
2021-01-08 20:30:00,3816.929931640625
2021-01-11 14:30:00,3803.139892578125
2021-01-11 15:30:00,3809.0
2021-01-11 16:30:00,3811.25
2021-01-11 17:30:00,3811.85009765625
2021-01-11 18:30:00,3810.010009765625
2021-01-11 19:30:00,3799.02001953125
2021-01-11 20:30:00,3795.4599609375
2021-01-12 14:30:00,3801.6201171875
2021-01-12 15:30:00,3805.969970703125
2021-01-12 16:30:00,3802.60009765625
2021-01-12 17:30:00,3787.330078125
2021-01-12 18:30:00,3797.760009765625
2021-01-12 19:30:00,3800.3701171875
2021-01-12 20:30:00,3800.510009765625
2021-01-13 14:30:00,3802.22998046875
2021-01-13 15:30:00,3804.97998046875
2021-01-13 16:30:00,3809.330078125
2021-01-13 17:30:00,3809.1298828125
2021-01-13 18:30:00,3814.409912109375
2021-01-13 19:30:00,3819.97998046875
2021-01-13 20:30:00,3809.85009765625
2021-01-14 14:30:00,3814.97998046875
2021-01-14 15:30:00,3822.159912109375
2021-01-14 16:30:00,3817.820068359375
2021-01-14 17:30:00,3815.949951171875
2021-01-14 18:30:00,3814.85009765625
2021-01-14 19:30:00,3813.929931640625
2021-01-14 20:30:00,3803.169921875
2021-01-15 14:30:00,3780.64990234375
2021-01-15 15:30:00,3757.169921875
2021-01-15 16:30:00,3776.340087890625
2021-01-15 17:30:00,3774.2099609375
2021-01-15 18:30:00,3781.330078125
2021-01-15 19:30:00,3777.389892578125
2021-01-15 20:30:00,3776.860107421875
2021-01-19 14:30:00,3781.8798828125
2021-01-19 15:30:00,3787.179931640625
2021-01-19 16:30:00,3785.909912109375
2021-01-19 17:30:00,3791.31005859375
2021-01-19 18:30:00,3799.3798828125
2021-01-19 19:30:00,3801.530029296875
2021-01-19 20:30:00,3800.81005859375
2021-01-20 14:30:00,3816.219970703125
2021-01-20 15:30:00,3836.340087890625
2021-01-20 16:30:00,3838.580078125
2021-01-20 17:30:00,3846.0
2021-01-20 18:30:00,3852.050048828125
2021-01-20 19:30:00,3851.97998046875
2021-01-20 20:30:00,3855.2900390625
2021-01-21 14:30:00,3857.4599609375
2021-01-21 15:30:00,3859.570068359375
2021-01-21 16:30:00,3856.340087890625
2021-01-21 17:30:00,3848.409912109375
2021-01-21 18:30:00,3852.949951171875
2021-01-21 19:30:00,3858.43994140625
2021-01-21 20:30:00,3858.5
2021-01-22 14:30:00,3844.239990234375
2021-01-22 15:30:00,3833.8798828125
2021-01-22 16:30:00,3839.169921875
2021-01-22 17:30:00,3849.22998046875
2021-01-22 18:30:00,3846.10009765625
2021-01-22 19:30:00,3844.9599609375
2021-01-22 20:30:00,3850.75
