"","HSBC","CLP","CK"
"05/10/1999",81.0598586496828,26.2205746054322,60.5817393458118
"06/10/1999",80.6082716934172,26.4264953484068,59.6461140277297
"07/10/1999",82.1888260403469,26.7696965866978,59.4122076982092
"08/10/1999",81.7372390840813,27.181538072647,59.9577052518733
"11/10/1999",81.2856521278156,26.5637758437232,59.9577052518733
"12/10/1999",80.3824782152843,25.8773733671412,58.3118074606454
"13/10/1999",78.1245434339561,25.2596111382175,58.5469357165351
"14/10/1999",77.8987499558233,25.6714526241666,57.6064226929763
"15/10/1999",76.5439890870264,24.7791294046101,56.4307814135278
"19/10/1999",75.1892282182295,24.4359281663191,56.6659096694175
"20/10/1999",77.8987499558233,24.7791294046101,61.8387312989909
"21/10/1999",77.4471629995577,24.5732086616355,63.4846290902188
"22/10/1999",78.8019238683546,25.2596111382175,66.0710399050055
"25/10/1999",80.1566847371515,25.3282513858756,65.1305268814467
"26/10/1999",79.0277173464874,25.1909708905593,64.895398625557
"27/10/1999",79.4793043027531,24.6418489092937,62.7792443225497
"28/10/1999",79.2535108246202,24.4359281663191,64.4251421137776
"29/10/1999",84.2209673435423,24.4359281663191,66.3061681608952
"01/11/1999",84.6725542998079,24.5732086616355,66.5412964167849
"02/11/1999",84.4467608216751,24.5732086616355,66.3061681608952
"03/11/1999",83.317793431011,24.6418489092937,65.6007833932261
"04/11/1999",85.1241412560736,24.7104891569519,67.9520659521231
"05/11/1999",85.3499347342064,24.4359281663191,67.0115529285643
"08/11/1999",84.8983477779408,24.6418489092937,67.246681184454
"09/11/1999",86.0273151686049,24.3672879186609,66.5412964167849
"10/11/1999",88.2852499499331,24.7104891569519,68.4223224639025
"11/11/1999",87.6078695155346,24.5045684139773,68.6574507197922
"12/11/1999",87.156282559269,24.5045684139773,71.4789897904686
"15/11/1999",88.5110434280659,24.4359281663191,76.4166831641523
"16/11/1999",89.1884238624644,24.8477696522683,79.2382222348287
"17/11/1999",92.5753260344567,24.9164098999264,78.2977092112699
"18/11/1999",92.5753260344567,24.9164098999264,79.003093978939
"19/11/1999",92.5753260344567,25.1909708905593,82.2948895613948
"22/11/1999",93.0269129907223,25.8773733671412,82.5300178172845
"23/11/1999",92.5753260344567,25.465531881192,82.7651460731742
"24/11/1999",95.2848477720505,25.3968916335338,81.8246330496154
"25/11/1999",93.0269129907223,25.1223306429011,78.0625809553802
"26/11/1999",94.8332608157849,25.465531881192,79.9436070024978
"29/11/1999",94.8332608157849,25.2596111382175,80.8841200260566
"30/11/1999",93.0269129907223,24.8477696522683,82.0597613055051
"01/12/1999",92.1237390781911,25.1909708905593,84.8813003761815
"02/12/1999",92.5753260344567,25.5238914917989,88.8784807263063
"03/12/1999",93.9300869032536,25.454533091006,89.113608982196
"06/12/1999",93.9300869032536,25.8013250949707,89.8189937498651
"07/12/1999",93.9300869032536,25.6626082933848,89.113608982196
"08/12/1999",92.5753260344567,26.0094002973495,89.3487372380857
"09/12/1999",94.3816738595193,25.6626082933848,92.4054045646518
"10/12/1999",94.8332608157849,25.9400418965565,91.9351480528724
"13/12/1999",96.6396086408475,25.8706834957636,93.5810458441003
"14/12/1999",95.7364347283162,25.7319666941777,91.7000197969827
"15/12/1999",94.3816738595193,25.2464578886272,88.1730959586372
"16/12/1999",92.1237390781911,25.1077410870413,87.9379677027475
"17/12/1999",94.3816738595193,25.6626082933848,89.5838654939754
"20/12/1999",94.3816738595193,25.3158162894201,92.1702763087621
"21/12/1999",95.2848477720505,25.0383826862484,92.1702763087621
"22/12/1999",94.8332608157849,24.7609490830767,90.9946350293136
"23/12/1999",94.3816738595193,24.7609490830767,90.9946350293136
"24/12/1999",97.5427825533788,24.8996658846625,92.6405328205415
"28/12/1999",96.6396086408475,24.9690242854555,92.8756610764312
"29/12/1999",95.7364347283162,24.8996658846625,91.2297632852033
"30/12/1999",98.44595646591,24.8303074838696,92.8756610764312
"03/01/2000",97.5427825533788,24.6222322814908,95.4620718912179
"04/01/2000",95.2848477720505,24.5528738806979,92.4054045646518
"05/01/2000",90.7689782093941,24.3447986783191,85.8218133997403
"06/01/2000",88.0594564718003,23.9980066743544,81.5895047937257
"07/01/2000",90.7689782093941,24.2060818767332,83.0002743290639
"10/01/2000",90.0915977749956,24.483515479905,84.1759156085124
"11/01/2000",88.5110434280659,24.3447986783191,86.05694165563
"12/01/2000",86.9304890811362,24.3447986783191,84.6461721202918
"13/01/2000",87.3820760374018,23.9286482735615,83.4705308408433
"14/01/2000",87.156282559269,23.9980066743544,82.5300178172845
"17/01/2000",87.156282559269,24.1367234759403,82.7651460731742
"18/01/2000",86.7046956030033,23.9286482735615,87.4677111909681
"19/01/2000",84.2209673435423,23.5124978688039,86.5271981674094
"20/01/2000",82.8662064747454,23.373781067218,86.762326423299
"21/01/2000",81.7372390840813,23.2350642656322,86.9974546791887
"24/01/2000",83.7693803872767,23.1657058648392,88.4082242145269
"25/01/2000",81.7372390840813,23.0963474640463,88.8784807263063
"26/01/2000",82.4146195184797,23.0963474640463,92.1702763087621
"27/01/2000",83.9951738654095,23.1657058648392,95.4620718912179
"28/01/2000",85.5757282123392,22.8882722616675,96.8728414265561
"31/01/2000",83.317793431011,22.5414802577029,92.4054045646518
"01/02/2000",83.0919999528782,22.2640466545311,93.1107893323209
"02/02/2000",82.6404129966126,22.6108386584958,95.9323284029973
"03/02/2000",82.4146195184797,22.1253298529453,96.4025849147767
"08/02/2000",80.3824782152843,21.362387444223,98.7538674736737
"09/02/2000",81.9630325622141,21.5011042458089,102.986176079688
"10/02/2000",81.2856521278156,21.362387444223,105.337458638585
"11/02/2000",81.7372390840813,20.8075202378796,112.861562827056
"14/02/2000",79.0277173464874,20.0792570295538,107.688741197482
"15/02/2000",79.2535108246202,20.322011432329,101.57540654435
"16/02/2000",83.5435869091438,22.2640466545311,102.515919567909
"17/02/2000",83.9951738654095,23.0269890632534,101.57540654435
"18/02/2000",82.4146195184797,22.8189138608746,97.8133544501149
"21/02/2000",80.83406517155,22.1946882537382,95.4620718912179
"22/02/2000",80.1566847371515,22.5414802577029,93.5810458441003
"23/02/2000",79.7050977808859,22.8882722616675,97.8133544501149
"24/02/2000",81.5114456059485,22.8189138608746,100.634893520791
"25/02/2000",81.0598586496828,22.8882722616675,98.2836109618943
"28/02/2000",80.3824782152843,22.7495554600817,94.0513023558797
"29/02/2000",80.6082716934172,23.8592898727686,97.3430979383355
"01/03/2000",80.6082716934172,22.6801970592887,94.9918153794385
"02/03/2000",79.4793043027531,23.1657058648392,95.4620718912179
"03/03/2000",78.8019238683546,22.8189138608746,95.9323284029973
"06/03/2000",78.3503369120889,22.4721218569099,101.105150032571
"07/03/2000",77.2213695214248,23.1657058648392,103.456432591468
"08/03/2000",79.4793043027531,23.7205730711827,103.456432591468
"09/03/2000",79.2535108246202,24.0673650751474,100.164637009012
"10/03/2000",79.2535108246202,23.373781067218,103.456432591468
"13/03/2000",78.3274815326578,22.6801970592887,100.634893520791
"14/03/2000",78.0977821733244,22.402763456117,96.8728414265561
"15/03/2000",78.3274815326578,23.373781067218,97.8133544501149
"16/03/2000",79.0165796106577,23.9980066743544,94.5215588676591
"17/03/2000",82.6917693599906,24.483515479905,99.6943804972325
"20/03/2000",81.3135732039908,23.5818562695968,98.2836109618943
"21/03/2000",80.3947757666575,23.373781067218,101.57540654435
"22/03/2000",82.232370641324,23.443139468011,105.337458638585
"23/03/2000",82.4620700006573,23.9286482735615,109.09951073282
