"","HSBC","CLP","CK"
"03/01/2006",94.7194285513824,36.826191215213,72.7622452365594
"04/01/2006",95.8569717285407,36.5765221222285,75.0403368219245
"05/01/2006",96.0844803639724,35.9523493897672,75.5870788024121
"06/01/2006",96.8428424820779,36.1604069672543,75.9060116243632
"09/01/2006",98.4354029300996,36.5765221222285,76.6805627633873
"10/01/2006",99.2696012600157,36.4516875757362,76.5438772682654
"11/01/2006",99.2696012600157,36.4100760602388,76.4071917731435
"12/01/2006",99.4971098954473,36.6181336377259,76.4983154365581
"13/01/2006",99.4971098954473,36.534910606731,76.7716864268019
"16/01/2006",99.5729461072579,36.6597451532233,76.7261245950946
"17/01/2006",98.5870753537207,36.6181336377259,75.0858986536318
"18/01/2006",97.9803856592362,36.534910606731,75.1770223170464
"19/01/2006",98.7387477773418,36.6181336377259,76.0426971194851
"20/01/2006",98.5112391419102,36.6181336377259,76.179382614607
"23/01/2006",97.5253683883729,36.4100760602388,74.9492131585099
"24/01/2006",97.5253683883729,36.5765221222285,75.3592696438756
"25/01/2006",97.2978597529413,36.7013566687207,74.812527663388
"26/01/2006",97.6012046001835,36.7845796997155,74.7669658316807
"27/01/2006",98.359566718289,36.826191215213,75.8604497926559
"01/02/2006",97.6012046001835,36.6181336377259,75.3592696438756
"02/02/2006",97.7528770238046,36.5765221222285,75.1770223170464
"03/02/2006",97.0703511175096,36.4516875757362,73.8101673658274
"06/02/2006",97.3736959647518,36.2852415137465,74.1746620194858
"07/02/2006",97.0703511175096,36.2436299982491,73.4912345438763
"08/02/2006",96.9186786938885,36.0355724207621,72.7622452365594
"09/02/2006",97.2220235411307,36.0771839362595,72.397750582901
"10/02/2006",97.2978597529413,35.9523493897672,71.8054467707061
"13/02/2006",96.9186786938885,35.9107378742698,70.8942101365601
"14/02/2006",97.4495321765624,36.1604069672543,71.3498284536331
"15/02/2006",97.5253683883729,36.1604069672543,71.6231994438769
"16/02/2006",97.5253683883729,36.2436299982491,71.8510086024134
"17/02/2006",97.9803856592362,36.2020184827517,71.8965704341207
"20/02/2006",98.1320580828574,36.4516875757362,73.4456727121689
"21/02/2006",98.2837305064785,36.4100760602388,73.4456727121689
"22/02/2006",98.2837305064785,36.4100760602388,73.9012910292419
"23/02/2006",98.9662564127735,36.6597451532233,75.2225841487537
"24/02/2006",99.9521271663107,36.6181336377259,75.0858986536318
"27/02/2006",100.862161708037,36.7429681842181,75.268145980461
"28/02/2006",101.317178978901,36.9926372772026,74.6302803365588
"01/03/2006",100.634653072606,37.0758603081974,73.9468528609493
"02/03/2006",100.786325496227,37.0342487927,74.0835383560712
"03/03/2006",100.179635801742,37.0758603081974,73.7646055341201
"06/03/2006",100.331308225363,37.4087524321768,73.2178635536324
"07/03/2006",100.558816860795,37.1174718236949,72.2155032560718
"08/03/2006",100.407144437174,37.1590833391923,71.9876940975353
"09/03/2006",100.558816860795,36.9926372772026,71.8054467707061
"10/03/2006",100.482980648985,37.2423063701871,71.5776376121696
"13/03/2006",100.862161708037,37.1174718236949,71.8054467707061
"14/03/2006",100.710489284416,36.9510257617052,71.2587047902185
"15/03/2006",101.393015190711,37.3255294011819,72.7622452365594
"16/03/2006",101.013834131658,37.2423063701871,72.8078070682667
"17/03/2006",101.013834131658,37.0342487927,73.0356162268032
"20/03/2006",101.620523826143,37.3671409166794,74.3113475146077
"21/03/2006",101.24134276709,37.4087524321768,74.4480330097296
"22/03/2006",100.85949057884,37.1590833391923,72.9444925633886
"23/03/2006",101.322857304317,37.4087524321768,73.2634253853398
"24/03/2006",100.473351640942,37.4503639476742,73.308987217047
"27/03/2006",100.705035003681,37.533586978669,74.9492131585099
"28/03/2006",100.318896065783,37.3255294011819,75.9971352877778
"29/03/2006",99.7010737651474,37.5751984941664,74.8580894950953
"30/03/2006",99.9327571278859,37.7416445561561,75.6782024658267
"31/03/2006",100.318896065783,37.7000330406587,74.9492131585099
"03/04/2006",101.168401729158,37.9080906181458,76.2705062780216
"04/04/2006",101.168401729158,37.9913136491406,76.3160681097289
"06/04/2006",102.095135180112,38.4490403196122,76.5894390999727
"07/04/2006",101.863451817374,38.4490403196122,76.2705062780216
"10/04/2006",101.708996242215,38.5738748661044,76.4527536048508
"11/04/2006",101.322857304317,38.4787653854529,76.0426971194851
"12/04/2006",100.85949057884,38.3938232985093,75.4503933072902
"13/04/2006",101.554540667056,38.5212364289247,76.0426971194851
"18/04/2006",102.172362967692,38.8185337332273,76.0882589511924
"19/04/2006",102.790185268328,38.4787653854529,77.3184284072895
"20/04/2006",103.485235356543,38.3513522550375,78.7764070219231
"21/04/2006",103.253551993805,38.3513522550375,80.2343856365568
"24/04/2006",102.017907392533,38.011583907263,80.5988802902152
"25/04/2006",101.863451817374,38.0540549507349,79.049778012167
"26/04/2006",101.940679604953,38.2664101680939,78.0474177146063
"27/04/2006",102.095135180112,38.2664101680939,78.0929795463136
"28/04/2006",102.095135180112,38.3938232985093,79.5965199926546
"02/05/2006",104.952563320554,38.7335916462837,81.0089367755809
"03/05/2006",106.033752346667,38.9884179071145,81.4645550926539
"04/05/2006",105.956524559088,39.2007731244735,80.7811276170444
"08/05/2006",108.73672491195,39.1583020810017,81.6923642511904
"09/05/2006",108.196130398893,38.9034758201709,80.5143319746035
"10/05/2006",109.509002787745,39.0733599940581,80.0505397397267
"11/05/2006",109.817913938063,38.9884179071145,80.6998488685542
"12/05/2006",108.891180487109,39.0733599940581,80.4215735276281
"15/05/2006",106.342663496985,38.9884179071145,77.4996824479046
"16/05/2006",106.419891284565,39.2857152114171,77.59244089488
"17/05/2006",109.506563606725,39.0308889505863,78.4272669176581
"18/05/2006",107.637319277734,38.9034758201709,77.2214071069785
"19/05/2006",107.715204458109,38.5212364289247,77.4069240009293
"22/05/2006",104.210371341251,38.2664101680939,75.5981342849099
"23/05/2006",104.677682423498,38.1389970376785,75.6908927318853
"24/05/2006",104.911337964622,38.0965259942067,75.8300304023483
"25/05/2006",104.054600980501,38.011583907263,76.8503733190771
"26/05/2006",105.067108325371,38.0965259942067,77.8243370123183
"29/05/2006",105.612304587994,38.0965259942067,78.3345084706827
"30/05/2006",105.845960129118,37.799228689904,78.009853906269
"01/06/2006",104.366141702,37.8851360278356,78.1026123532444
"02/06/2006",105.612304587994,37.8851360278356,78.3808876941704
"05/06/2006",105.456534227245,37.9280896968014,79.2157137169486
"06/06/2006",104.833452784248,38.228765379562,78.9374383760225
"07/06/2006",104.366141702,38.0999043726646,78.3345084706827
