HSBC,CLP,CK
57.378162,58.265106,104.116966
58.444527,57.915173,103.023865
58.56757,57.696461,104.025864
58.280468,57.521477,105.027863
57.337158,57.434006,105.574409
57.501205,57.040318,104.025864
56.311806,57.783951,101.839676
56.830311,57.871429,101.748589
56.415497,58.833771,103.570404
56.125126,59.271194,103.023865
55.668823,58.352592,101.019859
55.08807,58.00267,99.015869
54.216953,57.608978,96.374237
53.843613,56.821613,93.459305
51.520618,55.378113,89.770134
51.188766,55.159397,93.186043
50.276161,55.684307,91.364227
50.981358,56.427929,94.643501
50.732468,55.990501,95.281136
50.856911,56.121727,94.096962
50.193195,55.465588,92.184044
49.280594,54.891964,93.459305
49.280594,55.068462,92.912766
48.285027,55.156715,92.001862
49.86134,56.568729,94.370224
51.603592,57.627731,100.108948
50.442089,56.833473,98.469307
50.151718,56.568729,95.554405
50.400608,56.877602,95.827682
49.86134,57.318851,94.916756
50.856911,58.333736,96.556404
50.649502,57.495361,94.461311
49.985783,57.40712,94.370224
49.695415,57.142353,94.279137
49.944302,57.362984,94.462563
48.948734,57.009979,93.086884
48.658367,57.362984,92.536613
48.741329,57.804241,92.444901
47.33094,57.495361,90.427254
47.828728,58.377865,91.894638
49.23912,58.510246,94.829399
50.317646,59.127998,95.287956
50.276161,58.730869,95.196251
51.479141,58.598492,95.471375
51.686554,58.421986,94.095703
51.976921,58.333736,93.912292
52.474716,59.08387,96.113358
51.603592,59.481007,96.847046
51.147293,59.65749,97.213882
51.603592,60.187008,98.772972
52.059887,60.231117,98.589554
51.893959,60.363506,98.589554
51.686554,60.275272,97.580734
50.993458,60.760635,98.589554
51.329494,60.848877,99.231529
51.539513,60.451756,97.672447
51.497509,60.804764,98.497849
51.119473,60.716503,98.314423
51.329494,59.878136,97.672447
51.245476,59.569252,97.672447
50.657417,58.995621,95.10453
50.825436,59.304489,95.56308
51.077465,59.834,97.030479
52.043575,59.39275,96.113358
51.161472,58.81913,95.471375
51.95956,58.377865,94.737694
52.001564,57.539474,93.453728
51.917557,58.201363,93.637146
52.589622,58.951496,95.287956
51.287491,57.980736,93.820572
50.741428,57.804241,92.628334
51.20348,58.64262,93.545448
51.329494,57.936611,93.545448
52.127579,58.554363,95.196251
52.883656,58.81913,95.838226
52.589622,58.907372,95.379662
52.421612,58.598492,95.379662
52.043575,58.245495,95.012825
52.295601,58.289619,94.370842
52.085567,57.715996,92.811752
51.917557,57.186489,93.270309
52.63163,58.245495,94.737694
52.799648,58.02301,95.012825
52.547623,57.84502,94.737694
51.665531,57.800529,95.10453
51.833546,58.02301,94.921112
51.119473,57.489052,93.362022
50.61541,57.222076,93.362022
50.699421,57.622547,92.811752
50.447399,57.667042,92.903458
49.943348,57.489052,93.086884
49.4813,57.311066,91.802933
50.489399,57.088589,93.912292
51.917557,58.156502,92.811752
51.665531,57.622547,94.462563
51.329494,57.311066,94.462563
51.329494,57.711533,94.829399
51.707531,57.889526,95.746506
52.211594,58.112003,96.021645
51.875553,57.756035,95.287956
52.337605,58.067501,96.205063
52.211594,58.512463,96.021645
52.001564,58.60146,95.929939
50.741428,57.667042,94.462563
50.321384,57.934017,94.095703
49.775333,57.578041,94.003998
48.13715,57.133076,92.078064
48.221165,56.866116,91.115089
47.339066,55.84269,89.831139
47.465076,55.887184,88.959877
47.927128,56.376648,90.839966
47.297058,56.154167,89.785286
47.129036,56.376648,89.464302
45.658886,55.976181,88.684753
45.742901,56.332146,88.501328
44.65078,55.620216,85.841698
43.60067,55.575714,85.474854
44.398746,56.24316,86.712959
45.028812,56.198662,86.391975
43.516655,55.931683,85.337288
44.44075,55.887184,85.429001
44.818794,56.198662,86.667091
45.784904,57.934017,88.363754
45.910919,58.112003,89.464302
45.490868,58.734955,89.05159
43.894699,58.779446,87.44664
43.684669,58.734955,88.868172
43.97871,59.001926,87.263229
41.58445,58.734955,85.841698
40.408321,58.957428,84.328453
42.214512,59.446892,85.749985
42.298527,59.357899,87.033943
41.58445,59.268902,87.171509
42.802582,59.446892,87.905197
42.214512,59.580376,87.675934
41.290417,60.336819,88.04277
41.290417,60.158817,87.492508
40.912376,60.737282,87.630074
40.114285,59.980835,85.933411
41.62645,60.915268,87.217369
41.710464,60.336819,86.162689
42.046501,61.093239,86.942238
42.760571,61.449211,89.60186
43.089283,61.582706,89.464302
43.609985,61.760681,90.656525
43.089283,61.716202,90.014572
42.742134,61.716202,89.05159
43.43642,61.805183,89.235016
43.566597,61.538204,90.15213
43.653385,61.583397,90.931671
44.000534,61.990025,90.885818
43.566597,62.306305,90.7024
43.262852,62.215942,90.885818
43.783566,62.622593,90.656525
43.393032,62.758129,92.26149
43.653385,62.487034,91.711212
43.393032,62.441853,93.912292
42.959099,62.532227,92.995171
42.351593,62.441853,91.986351
42.17802,62.66777,91.986351
42.568562,63.255135,93.820572
42.004459,63.390686,92.353203
41.613914,63.481049,92.444901
40.572483,62.215942,90.61068
39.878189,63.209957,91.527786
39.748016,63.345493,91.023392
39.921585,63.706947,90.794106
40.095165,63.345493,90.748238
39.878189,64.113586,89.510147
41.700695,64.429871,90.977531
42.525169,65.062416,90.794106
42.785526,65.152779,91.069244
42.481781,64.972061,89.372581
44.043922,65.920883,89.326721
43.957138,65.649803,89.09745
45.909824,65.423882,89.418434
45.258926,65.514252,88.868172
44.651428,65.875702,88.409622
45.345718,65.694977,87.492508
45.692856,65.152779,86.712959
45.302319,66.056435,86.391975
44.955177,64.836517,85.291428
44.694817,65.694977,84.741165
43.523205,65.017242,85.291428
42.91571,65.197968,84.924591
41.96106,65.288338,85.016304
42.004459,65.830528,84.878731
42.308201,66.59861,86.070976
41.830872,65.96608,85.337288
41.483734,65.333504,84.557739
41.049809,63.255135,83.594788
41.613914,63.345493,83.869904
42.698742,64.384682,84.328453
42.09124,64.249138,83.392517
43.436897,64.06842,82.784164
42.951813,64.700966,83.486115
42.510826,64.429871,82.503387
42.775425,64.746147,83.064949
44.407059,65.604614,84.141273
44.848038,65.694977,83.860489
44.848038,66.056435,84.562447
44.803944,65.74015,84.515656
45.156731,66.23716,84.42205
44.407059,65.526787,83.439316
44.539349,66.801811,84.562447
44.803944,67.211639,85.49839
44.186565,67.71254,86.20034
44.848038,68.577721,86.761909
44.539349,69.716133,86.57473
43.525089,69.761673,85.966362
42.246243,68.441116,84.094482
41.672966,68.395592,83.345734
41.761158,69.579521,82.924553
40.92329,68.71434,82.222595
42.069847,68.21344,83.018143
43.525089,69.215233,84.656036
43.921974,69.397377,85.217613
44.362961,69.488464,84.936821
44.803944,69.169693,85.779175
41.849354,69.306313,81.42704
41.14378,69.078621,78.15123
40.879189,69.670609,76.74733
41.408367,72.175102,77.54287
41.761158,71.947418,79.133987
42.466732,72.539383,78.993584
41.761158,71.901871,77.683266
41.276081,72.676003,77.121704
41.452473,72.630463,78.010841
41.320171,71.856339,76.653732
41.981655,72.266174,77.308891
42.687233,72.539383,79.321167
42.907719,72.129562,80.444298
43.480995,72.858147,80.91227
43.745586,73.267975,81.473846
43.87788,73.222435,82.175797
43.657387,73.768883,82.222595
44.318859,73.951012,81.941811
44.495258,73.768883,83.486115
44.407059,74.634056,82.737358
44.318859,75.590317,83.11174
44.318859,76.409973,84.515656
44.627552,74.86174,85.49839
44.803944,74.451912,85.264404
44.583458,73.586731,84.983627
44.803944,74.679588,85.872757
44.803944,74.679588,85.872757
45.509514,71.947418,85.4048
46.744274,71.53759,85.779175
47.185257,72.584923,86.57473
48.06723,73.495636,88.119041
47.934933,72.994751,88.212624
48.287716,72.858147,87.931831
48.579155,73.313499,87.27668
48.847549,73.586731,89.616539
48.802818,73.267975,91.535225
48.489689,72.858147,91.535225
48.847549,72.539383,92.096786
49.384338,72.266174,91.862808
49.11594,72.584923,91.020454
49.339603,72.084038,91.769211
49.384338,72.721527,92.658348
49.384338,72.175102,92.471161
49.607998,73.176895,91.722412
50.01059,73.768883,92.42437
49.78693,72.448326,92.51796
50.27898,72.949219,92.798744
51.442017,72.448326,93.313515
52.873447,72.767075,93.173134
52.783981,73.381645,96.214935
53.6339,73.519234,96.58931
53.589165,72.923012,95.653366
52.82872,73.565086,95.559784
53.05238,73.977867,95.653366
53.499695,74.29892,96.440552
52.112999,72.739548,93.800926
51.889336,71.959862,93.565247
51.352554,71.959862,93.989464
52.202469,72.189178,94.130875
52.47086,73.014732,95.403549
52.73925,73.565086,93.895195
53.141838,73.244049,93.989464
52.381393,73.932007,94.649368
51.934071,73.610954,94.555099
51.307816,72.923012,93.518105
51.978806,73.610954,93.329552
52.023537,73.65683,93.659515
52.023537,73.519234,93.989464
51.128895,73.519234,92.952469
51.934071,73.65683,93.753784
52.560322,72.96888,93.753784
52.783981,72.556091,93.565247
53.097111,72.189178,93.04673
52.73925,72.00573,92.386841
52.73925,70.950867,89.935768
52.515587,71.363647,90.595665
51.665684,70.171196,89.935768
52.336666,71.042587,91.349854
51.934071,70.950867,90.925613
52.783981,71.088463,91.868332
52.82872,71.271919,92.056892
53.305157,71.730537,92.575378
53.305157,71.730537,92.575378
53.849091,73.106445,93.282425
53.713112,72.189178,92.858192
53.305157,72.097458,91.726936
53.214504,71.776405,90.737068
52.897221,71.45536,89.652946
52.897221,72.372643,90.454247
52.987869,73.519234,91.349854
52.307957,72.372643,90.359978
52.217297,71.868141,89.982895
52.081318,71.730537,90.030037
53.622459,72.556091,90.359978
53.577126,72.64782,90.595665
52.579918,71.638817,88.663086
54.393028,71.914009,89.32299
55.435555,69.712547,88.427406
54.982277,68.6577,88.003174
55.843498,68.6577,88.238853
55.70752,67.511124,88.144592
54.755642,67.878006,88.238853
55.390228,67.602837,89.464401
55.118267,67.37352,90.265709
55.934155,67.923889,90.972755
55.70752,68.382507,90.689934
55.70752,67.923889,90.124306
55.843498,68.153198,89.652946
55.752846,68.79528,89.18158
54.936951,69.941872,88.993034
55.344902,69.574966,89.087311
55.435555,69.070465,89.275848
55.435555,68.026062,88.427406
55.571537,68.580612,88.050316
57.475296,68.811676,88.474541
59.379047,68.303337,87.296143
59.243069,68.719254,87.10759
59.605686,68.811676,87.626076
58.563152,68.164696,86.777634
57.928574,67.887413,86.02346
58.51783,68.026062,86.117729
58.019226,67.563911,85.080727
57.9739,67.148003,84.845062
57.792587,66.547218,83.713791
56.659393,67.009361,83.148148
57.203327,66.916931,82.865334
56.704723,66.685852,83.666664
56.387432,66.177513,83.053879
56.160797,65.807808,83.053879
56.160797,65.669174,82.865334
56.432758,65.854019,82.865334
57.112675,67.05558,85.599236
57.520622,67.471497,84.986458
57.928574,68.072266,85.504959
57.792587,67.933624,84.986458
57.747257,68.164696,84.845062
57.429962,69.78215,85.740639
57.88324,69.78215,86.966179
57.9739,69.181381,86.353409
58.019226,69.597298,86.777634
57.293987,69.78215,85.41069
58.200527,69.874588,85.222137
58.653809,70.059433,86.447678
58.880444,69.2276,85.976326
58.472504,69.2276,86.447678
58.472504,69.2276,86.164871
58.51783,69.643509,87.013321
59.379047,69.920799,86.400551
60.466908,69.874588,87.013321
60.512234,70.105644,88.097443
60.149612,70.429146,86.919044
60.058964,70.059433,86.730499
59.65102,70.198074,86.494812
60.149612,71.122345,86.400551
60.013634,71.954185,86.353409
60.285599,72.092819,86.117729
60.013634,72.185242,85.976326
60.784199,71.769325,86.259148
60.648224,71.769325,86.447678
60.738873,72.185242,87.814629
61.373459,72.13903,87.767494
61.917397,71.630684,87.484688
61.917397,71.260986,87.956039
62.551968,71.538269,87.484688
59.424377,71.907967,87.767494
59.333721,71.907967,87.908905
59.548512,72.277664,87.201866
59.083652,71.954185,89.087311
58.572311,72.277664,90.784218
58.107449,72.970871,90.40712
58.479336,73.664063,90.784218
59.083652,73.710289,90.689934
58.804737,73.201935,89.888626
58.758251,73.802719,89.982895
58.758251,73.340584,90.501396
58.711769,73.617859,90.878487
58.432854,72.832245,90.030037
58.572311,72.86972,90.171448
59.827431,72.166794,90.40712
59.037167,72.213661,90.642799
59.223114,73.104034,91.349854
59.827431,74.134987,91.349854
59.641487,74.416161,91.538383
59.037167,75.119087,91.444122
59.223114,75.447113,91.39698
58.665279,75.306519,90.925613
58.572311,75.400253,92.198296
58.572311,75.54084,92.198296
58.339874,75.822006,91.302704
58.851223,76.196899,91.349854
59.083652,76.243752,90.831345
59.037167,76.806091,91.208435
58.851223,76.15004,90.124306
58.990677,76.852951,89.982895
58.851223,76.993538,89.982895
58.758251,77.134132,90.218575
58.804737,77.134132,89.982895
58.944195,77.274712,90.218575
59.223114,76.10318,90.077171
59.687973,77.087265,90.030037
58.897709,76.618652,89.370132
58.014484,75.212807,88.71022
57.735558,74.369301,88.33313
57.875019,74.791054,88.521675
57.921501,74.650467,87.814629
58.572311,74.556747,89.605812
59.316082,75.728287,91.302704
59.594994,76.431206,91.349854
59.873913,76.946678,91.444122
59.734455,76.899826,91.585518
59.920399,76.618652,92.151154
61.686867,76.665512,92.104019
61.826324,76.478065,91.538383
62.105244,77.602745,92.056892
62.430641,78.727425,92.811058
62.616589,78.446259,94.932182
63.174412,77.977638,96.063454
63.313873,77.696472,95.780632
64.011162,78.774284,96.629089
64.15062,78.914864,96.672333
63.871708,78.727425,96.864532
63.382496,78.821136,95.230896
63.006336,77.743332,95.71138
63.664604,77.883911,95.75943
63.617592,77.649612,96.384048
63.382496,78.727425,97.729385
63.617592,79.05545,97.729385
63.476528,78.493118,97.921577
63.711624,78.58683,97.825493
63.664604,79.852104,97.633286
63.852692,79.945831,97.248909
64.322884,79.889198,97.921577
64.181824,78.945435,96.864532
64.652016,79.747627,97.633286
64.746056,79.558884,97.056717
64.887115,79.275749,97.345001
64.510956,79.41732,96.095757
64.369904,78.567932,95.855522
64.510956,78.662315,95.423088
64.463943,78.096054,95.038712
63.758644,78.473557,94.894562
64.275864,78.756683,94.173851
64.793076,79.370132,94.846504
64.416916,79.511688,94.65432
63.852692,79.275749,94.65432
63.617592,79.134186,95.182854
63.758644,78.803879,95.182854
64.087784,79.275749,95.038712
64.134796,78.992615,94.510178
64.416916,79.03981,94.990654
68.460609,78.709496,94.65432
68.31955,77.954483,94.173851
69.165909,77.812927,93.645309
68.930817,76.633232,92.732407
69.212921,76.586044,92.876556
68.977829,76.586044,93.453125
68.789749,76.869164,93.405075
70.153313,77.057922,94.414085
70.576492,77.10511,95.086754
70.24736,77.199493,95.471138
70.623512,77.388237,96.864532
70.67054,77.482613,96.672333
70.858612,77.293861,96.384048
70.858612,77.246674,96.576241
70.482452,77.388237,96.191856
70.858612,77.624176,96.480141
70.623512,78.19043,96.864532
70.529472,78.662315,97.441101
72.128143,78.332001,97.537201
71.987083,78.520744,97.537201
72.316223,78.143234,97.825493
71.893036,78.19043,98.113777
73.773827,78.567932,98.882538
74.149986,78.756683,100.227882
74.620193,78.898247,103.302948
74.317482,79.653252,104.263901
74.554924,79.747627,100.996643
74.41246,79.181374,100.516167
74.41246,77.576981,100.420067
73.747635,77.388237,101.092743
72.655426,77.624176,99.266922
70.993385,78.237625,97.152817
71.705688,77.812927,98.017677
71.278305,78.048859,98.017677
71.468254,78.237625,97.825493
70.850914,78.61512,97.248909
70.091125,77.765747,96.864532
70.043625,77.199493,97.345001
70.755951,77.341049,98.690338
70.755951,77.341049,98.690338
70.61348,76.774788,97.537201
71.230812,77.010727,97.729385
71.515739,77.246674,96.864532
71.040863,77.388237,96.287949
72.417999,77.718544,97.537201
72.180565,78.001678,98.402061
72.085594,78.19043,97.729385
71.89563,77.943298,97.419502
71.705688,77.658142,97.22583
70.803436,77.372986,96.209023
70.423538,77.277931,96.209023
70.70845,77.705658,96.547958
71.658195,78.180923,97.806862
71.990616,77.990829,97.22583
71.848145,77.277931,97.516342
71.943123,76.850189,97.419502
71.563225,77.040298,97.516342
72.323021,76.707603,97.903702
72.797897,76.232338,97.710022
72.797897,76.374924,97.419502
72.797897,76.042244,97.03215
72.370514,75.852135,96.596382
72.323021,76.042244,96.160606
72.370514,75.899666,96.257446
72.370514,75.947189,96.547958
72.370514,75.947189,96.596382
72.702927,76.08976,96.693214
73.557686,75.614502,96.741638
73.937584,75.75708,97.806862
73.462715,75.376877,97.710022
73.605179,75.614502,97.61319
74.649887,75.281815,97.903702
74.175026,75.662025,97.516342
74.155693,75.852135,96.644798
74.059753,75.994705,96.741638
74.155693,76.042244,97.419502
74.011795,76.232338,97.61319
73.867889,76.042244,98.872086
72.908569,75.75708,97.61319
73.388229,76.469971,98.291054
73.388229,75.947189,97.903702
73.388229,75.614502,97.32267
73.580086,75.566978,96.93531
73.771957,75.75708,96.790047
73.963821,75.75708,96.596382
73.723991,75.662025,95.579567
73.100433,75.424393,95.91851
73.532127,75.471924,96.305862
72.764664,74.949127,96.063766
72.524834,75.376877,96.01535
72.237045,74.949127,95.095383
72.716705,75.044182,95.870087
72.285011,75.51944,95.579567
72.764664,75.709564,95.579567
72.860596,75.424393,94.853287
72.572807,75.091713,93.933327
72.093147,75.18676,93.933327
72.045174,75.994705,94.901711
72.285011,75.329346,94.950127
72.189079,75.424393,95.143806
72.045174,75.139244,94.611191
72.524834,75.281815,94.708031
73.819923,75.51944,95.531158
73.052467,76.184822,95.966927
73.196365,76.802666,95.627991
73.676033,77.468033,94.950127
73.819923,77.277931,94.659607
74.827217,77.182877,94.272255
74.827217,75.709564,95.19223
74.731285,75.994705,96.063766
74.539413,76.03302,95.773254
74.203651,75.362701,95.821671
73.004501,75.171181,95.095383
73.148399,75.123299,94.804871
73.676033,75.027534,93.642807
75.115005,74.548744,93.352295
75.162979,75.26693,93.110191
76.697891,75.745735,93.158607
76.314171,75.649979,93.207031
75.354843,75.649979,92.868095
75.642639,76.03302,93.497551
76.122299,76.224533,93.497551
76.074341,76.224533,93.545967
76.314171,75.937263,93.449127
76.745857,76.511818,93.545967
76.553993,76.511818,93.497551
76.745857,76.703331,94.708031
76.697891,76.559692,94.998543
77.992981,76.655457,95.531158
77.657211,75.889374,95.289063
77.225525,75.793625,95.966927
77.513321,76.368179,96.11219
77.225525,76.128777,96.209023
77.657211,75.841492,96.11219
78.760437,76.080887,95.821671
80.631119,75.649979,96.01535
80.295349,75.458466,98.000534
80.679085,75.458466,97.32267
81.350609,75.362701,97.32267
81.590446,75.26693,97.32267
81.974167,75.26693,97.710022
81.926208,75.027534,97.516342
81.54248,74.883896,99.35627
82.214005,75.075417,99.35627
82.357903,74.883896,101.293045
82.022141,75.745735,103.03614
82.214005,75.649979,103.326645
81.590446,75.027534,101.486725
80.679085,76.607582,101.777237
80.775017,76.463936,102.261429
80.631119,76.511818,102.164589
80.295349,76.511818,101.874077
79.479927,75.506332,100.808846
76.841789,74.309341,98.097374
76.745857,73.734795,98.581573
77.225525,73.734795,98.872086
76.553993,72.872955,95.046967
76.170265,72.346275,93.497551
76.553993,72.154747,94.175415
78.568581,73.255997,94.756447
80.151466,72.777191,95.821671
77.657211,73.399635,94.756447
78.280777,73.495392,95.434319
77.886467,73.543274,95.385895
77.984375,74.165703,96.160606
77.886467,75.554222,96.93531
76.956322,75.793625,96.11219
76.368874,75.745735,94.901711
76.270966,75.649979,94.950127
75.585602,75.745735,94.320671
74.36174,74.692383,92.190224
74.998146,75.554222,92.964935
74.36174,74.979668,92.287071
74.704422,76.864845,93.739647
74.998146,77.052177,95.627991
75.781425,77.397255,96.354286
75.487694,77.594444,95.385895
74.900246,77.693047,94.950127
74.802338,77.791641,95.482735
75.340828,78.43251,95.773254
75.536652,78.531105,93.981743
75.340828,78.43251,93.061775
75.24292,78.974777,93.110191
74.704422,79.862137,93.110191
73.088928,78.580399,91.802879
73.43161,77.988831,92.093391
73.529518,78.678993,92.577583
72.452522,78.383209,90.834496
72.452522,78.777596,90.931328
72.011932,79.07338,90.059776
70.885979,78.284615,89.091393
71.522392,78.43251,88.607208
72.648338,79.714241,88.946136
73.137878,79.369164,89.430328
73.676384,79.270569,89.769264
73.82325,79.418457,90.20504
74.704422,79.369164,89.914528
74.36174,78.728294,88.510368
73.872192,79.369164,87.541977
74.068024,80.305809,89.091393
74.704422,80.059326,90.737648
75.193977,79.911438,90.059776
75.389786,79.07338,89.817688
76.026199,80.256523,90.398712
75.879326,80.207222,90.059776
75.438744,79.615654,89.478752
75.781425,79.714241,89.672432
77.054237,80.355118,90.156616
76.809464,80.355118,89.624016
76.075142,79.862137,88.99456
73.382652,79.812843,88.365112
73.529518,79.615654,88.074593
74.31279,80.503006,88.704041
74.508606,80.700203,88.89772
75.487694,80.79879,88.752464
75.928291,81.193169,89.430328
76.760513,81.883347,90.253456
76.319923,80.601601,89.134331
76.417831,79.812843,88.886734
76.155571,79.960732,88.193466
76.402832,79.615654,87.896355
76.9468,81.439667,87.945869
76.650085,80.503006,87.450684
76.699547,81.48896,88.589615
76.205025,81.932632,88.639137
76.007217,81.291771,88.589615
75.067635,80.650902,87.549721
74.128052,80.552307,86.608849
75.117081,81.242477,87.69828
75.117081,80.355118,87.896355
75.759956,81.656448,88.886734
75.661057,81.507446,88.886734
75.661057,81.656448,89.480957
76.402832,82.600174,90.174232
