EY,CFTP,ln_MV,DY,BTME,DTE,HSI
0.075379541,0.04954106,24.80105382,2.076372326,1.850765588,0.004523529,0
0.330066524,0.314122035,24.40112173,18.71617679,0.669869116,0.771663638,0
0.093132404,-0.122147979,22.77353222,0,1.175636991,2.406899888,0
0.019502343,0.030440789,25.7454075,0.665008277,4.469293461,0.213875944,1
0.18953108,-0.056909835,25.60415425,3.055568144,0.702496397,1.014514809,0
0.056232533,0.050684664,25.23858712,1.995133803,3.411287116,0.232577127,0
-0.065686107,-0.055822527,22.56599427,0,2.692317954,2.720724445,0
0.212884172,0.165782529,23.27317444,7.543209894,0.330946526,0.645089984,0
-0.158590215,0.137651302,23.14602495,0,1.437521914,2.908659771,0
0.012137049,0.007003765,25.76066704,0.331382915,2.69603601,1.22594767,0
0.185895274,0.117784951,23.04250855,4.437869999,2.647010317,4.936196406,0
0.139124229,2.201732287,23.91336146,4.063253252,0.472480115,4.366976146,0
0.061302873,-0.024366781,22.63358764,1.149425262,0.385874135,0.511123768,0
-0.073709587,0.047024154,23.20464174,0,2.852840285,0.093993027,0
0.25089902,0.025783745,23.85498957,7.827384965,1.100071612,1.52606619,0
0.244360813,0.023105035,23.64440631,7.611607268,0.53423564,1.431702211,0
0.040956469,0.026833281,23.28204234,1.379411832,2.697021378,0.899442828,0
0.083271819,0.072071775,23.8917195,0,1.696544748,1.175568959,0
0.249942985,-0.192109881,22.59314076,5.095541287,0.627039203,1.049156673,0
0.032548706,0.028254972,23.64323377,1.410815739,9.926601783,1.086603088,0
0.10427407,-0.560917435,22.86034263,0.740740776,1.111112782,0.921346187,0
0.211941527,0.20150644,27.87890327,6.28969282,0.644747786,1.454036255,0
0.060647365,0.027582693,27.47198679,1.734231061,1.913788302,0.140434122,1
0.019359252,0.03818184,22.72347728,0,5.878918061,0.304263202,0
0.087022211,0.130158404,23.70713435,8.134217964,2.524304103,0.417005208,0
0.008492815,0.049568414,23.58677828,5.459988238,2.488231521,1.293922091,0
0.118330087,0.137575627,24.96631614,5.653981086,1.648755507,0.187529495,0
0.152982549,0.178235734,23.16426896,5.404090745,0.817806272,0.199457135,0
0.108426618,0.120719803,22.58578506,2.604651243,1.382213608,0.077957263,0
0.136429569,-0.775464286,22.9129191,3.845125024,2.48319361,2.341738357,0
0.268332421,-1.6790614,23.00657143,10.29329643,0.26050522,1.991481111,0
0.196997464,0.939592863,25.58610152,4.66904465,1.404014283,0.824664638,0
-0.093323632,-0.027262153,23.07827539,0,2.392759212,0.024374204,0
0.222502562,0.096026034,26.29384423,3.596796699,1.313948871,0.446015419,0
0.0513741,-0.355700883,23.74128373,0,1.180718949,0.014409302,0
-0.056189795,0.014644805,22.62286272,0,1.683496891,0.008234365,0
0.226512683,-0.198051855,24.75043492,7.504920434,0.357968949,4.724733766,0
0.122217054,0.111502714,22.66336943,7.233296817,0.925551957,0.363640295,0
0.012056522,0.001613637,23.42004821,1.885329484,1.405369876,2.088195176,0
0.218001158,0.244820626,24.13858063,8.169014059,0.4414236,1.196217625,0
0.106822512,-0.086614496,22.84471636,1.929824551,1.432740556,0.894086994,0
-0.177317044,-0.007268108,22.93524247,0,-4.28850158,0,0
0.062028824,0.051414965,23.02607969,0,1.064197415,0.231841517,0
0.188274128,0.818306303,28.29639839,5.611218732,0.696931551,1.216097456,1
0.035456339,0.040051223,23.61954452,1.0283423,4.103932468,0.036865899,0
0.05103713,0.052562463,22.9345498,3.524804123,1.973418411,0.15478308,0
0.036387694,0.031678912,22.65437137,1.651090323,1.921439244,0.000482448,0
0.096640795,0.323397625,22.71015185,0,0.770371879,0.751898607,0
0.052886503,0.117645021,23.16397235,1.005781023,3.669763806,0.482367529,0
0.015774779,-0.001177634,22.92844756,0.349013873,6.834429124,0.001479397,0
0.185201432,0.707192095,24.30191683,4.895992577,0.376758381,0.280050363,0
0.048406405,0.045499176,24.33129057,3.640045094,2.91175758,0.169188373,0
0.01942298,0.008696368,22.82860483,0,4.00349047,0.078792814,0
0.293742864,-0.157301968,24.27801003,6.230976376,0.701171283,0.791294045,0
0.043027133,0.063369624,23.93926175,0,2.373341899,0.271390813,0
-0.02375134,-0.036430781,24.19711503,0,10.87394073,0.064821729,0
0.240250776,0.055400066,24.25925456,6.3622447,0.537508676,1.897482178,0
0.155772123,0.098520951,23.3117484,5.380460336,2.766566083,0.656534336,0
0.05835183,0.061553523,22.68038843,1.524390295,2.792124387,0.264667971,0
0.258183434,1.887651885,23.68044698,6.203020597,0.360322836,5.45824395,0
0.012014283,0.010970884,24.97825949,0.250422295,24.70093464,0.014350766,0
0.049690668,0.251228807,23.16828322,1.038961016,3.373307249,0.014771791,0
0.039056641,-0.218906403,22.94794079,0,0.776670366,0.740196567,0
0.239395914,-1.122389463,23.32797915,10.05538191,0.482917775,8.451628763,0
0.034440557,0.006763017,22.83670166,0.58513932,2.933058118,1.410449599,0
0.194552529,-0.293003926,22.85948182,2.211981586,1.33,1.298840796,0
0.247220944,0.483942928,24.7007412,6.126439156,0.662854047,0.993339895,0
0.090089466,0.060175375,23.25196454,0.946529938,2.217287613,1.741928423,0
0.233688292,-0.379106773,23.590973,10.16320478,0.768186295,1.937803708,0
0.081869365,0.046939792,23.25435713,2.789072162,1.438257657,0.828148276,0
0.012399242,-0.027611414,22.71690092,0,3.200200584,0.805720814,0
0.283419629,-0.220427748,23.5999322,4.295532518,0.632680822,2.128686879,0
0.163307262,0.287083682,26.87600349,4.659668075,0.824809009,0.493109479,0
0.004784507,0.004432243,22.89766522,0,26.22058087,0.185262615,0
0.05846378,0.116853404,22.780665,3.094235633,1.297421887,0.197413904,0
0.505024318,0.9530727,22.51302342,6.756756857,0.177434866,0.947851728,0
0.062301541,0.074426382,22.70085479,2.548028352,1.694585994,0.171467671,0
-0.030919387,-0.013857388,22.52889807,0,0.815055864,0.273829112,0
0.035182536,-0.433545918,23.26248103,3.033088356,3.224218283,1.921360631,0
0.040454079,0.119450294,23.93427952,7.815385585,2.485191805,0.741848788,0
0.037994336,0.032881348,23.95630154,1.176238574,5.786379287,0.296214875,0
0.070652552,-0.000528403,23.14409969,3.864405027,1.803732988,0.702110803,0
0.018505079,0.036682543,23.52072429,0.773182366,16.26629245,0.007963842,0
0.038902805,-0.008102242,23.51405996,0.866791404,3.268936802,0.603987963,0
0.104961313,0.093968313,25.90413007,4.247110363,1.193597828,0.334244811,0
0.014650872,0.027391432,22.7889811,0.845368423,13.06746834,1.122494416,0
0.010877,-0.003618986,24.88676729,1.195213602,7.051791871,0.514184718,0
0.032646347,-0.036299572,22.92340284,1.691954061,3.391346794,0.222855017,0
0.131535885,0.366577409,25.33896824,3.696254256,1.015058461,2.137465529,0
0.115606679,-0.318586891,22.83327329,3.30663996,0.54105866,1.870291882,0
0.021163164,-0.009837166,25.49778661,0.385315007,4.570567692,0.353896052,0
0.119594896,1.005284106,22.96800652,6.326530509,0.835519765,5.662633556,0
0.011750647,0.002238132,23.9799106,0.235546045,21.31809444,0.010694349,0
-0.002008446,-0.002333678,24.14505155,0,10.7869356,0,0
0.253465321,-0.501313014,25.5365057,5.32654388,0.564928945,1.143087061,0
-0.037594999,-0.043961477,24.76156254,0,10.93024217,0.181889019,0
0.032500258,0.080594962,26.45468415,0,3.341424232,0.227580062,0
0.138524573,-1.112152463,22.55130818,2.756145494,0.86310165,3.666299469,0
0.117963205,0.985924787,23.22542589,7.449754399,0.632121517,2.175729421,0
0.280933866,-0.119277824,24.36404137,6.759200061,0.975939531,2.2933415,0
0.118523823,0.087498499,25.68379984,4.479978234,1.455862196,1.601043208,0
0.040710919,-0.033265581,22.53760186,0,5.416884217,1.570628844,0
0.015940596,-0.006763109,24.18539814,0.450336929,2.589151774,1.076921956,0
0.040225692,-0.087877626,24.68683856,0,2.319246,0.797903302,0
0.286747872,-0.466393261,22.84359903,10.08846862,0.427943067,0.034498462,0
-0.00763053,-0.004037765,25.43662217,0,10.58246197,0.009885943,0
0.11561485,0.185828353,22.5866744,10.48088809,0.866635516,0.00997429,0
0.135279584,0.100574347,23.0914748,8.114941849,1.00356648,0.173959467,0
0.015299101,0.0064027,23.55027587,0.135656469,19.19443359,0,0
0.023858709,-0.005599808,22.73642274,1.639344226,3.631164179,0.243888137,0
0.026927081,-0.182116134,23.20979675,0.130378757,6.196929573,0.027797438,0
0.026910243,0.023438469,26.37945824,0.943743796,3.752533009,0.02660866,0
-0.02290797,-0.062763343,24.29230909,0,10.88011255,0.288760375,0
0.074728714,0.099602583,23.96460428,2.496878939,1.785937263,0.078026541,0
0.103883393,0.170368812,22.99621467,7.547169924,1.035340797,0.71972395,0
0.099806019,0.054565984,23.90392502,5.438466614,1.286672746,0.1571658,0
0.042977521,0.030614497,23.18154307,1.710865264,3.837948948,0.039630268,0
0.038579734,-0.077911886,23.32042961,0,1.484415626,0.144534602,0
0.244684123,0.305728722,24.54588948,5.701713301,0.431877681,0.847004144,0
0.130532982,-5.531135466,23.16099938,3.734788851,0.747355315,4.558491071,0
0.175012659,-0.11115311,22.8832269,6.703064636,1.187450555,1.280231826,0
0.210887261,0.091812359,23.17142812,8.341810711,1.913828529,0.88634204,0
-0.589854965,0.378276727,22.91050562,10.99951973,1.028289525,1.201698726,0
0.048966585,-0.088100461,22.48720009,1.498638574,1.036492494,0.035946611,0
